yyyymm,Y,LY,DY,EP,DE,b/m,tbl,dfy,lty,dfr,ntis,infl,ltr,TMS,DP,svar
197405,-0.012816,-0.0269,3.2279,-2.3158,-0.9063,0.8604161213,0.0823,-5.1333,0.0810,-0.0018,0.0092469234,0.0125000000,0.0123,-0.0700,-3.2221,0.0020987464
197406,-0.076698,-0.0128,3.2073,-2.2864,-0.9151,0.8601587717,0.0790,-5.2400,0.0812,-0.0330,0.0080281695,0.0082304527,0.0045,-0.0745,-3.2016,0.0023003694
197407,-0.082177,-0.0767,3.1206,-2.1914,-0.9206,0.9112393224,0.0755,-5.3333,0.0823,-0.0182,0.0068388852,0.0081632653,-0.0029,-0.0784,-3.1121,0.0049175157
197408,-0.117511,-0.0822,3.0174,-2.0830,-0.9260,1.0171239942,0.0896,-5.4267,0.0855,-0.0036,0.0065552244,0.0121457490,-0.0232,-0.1128,-3.0090,0.0047910264
197409,0.168113,-0.1175,2.8819,-1.9423,-0.9312,1.1354401435,0.0806,-5.5200,0.0837,-0.0073,0.0051374792,0.0120000000,0.0247,-0.0559,-2.8735,0.0078117125
197410,-0.045688,0.1681,3.0246,-2.1014,-0.9222,1.0370837841,0.0746,-5.4433,0.0795,0.0396,0.0036384075,0.0098814229,0.0489,-0.0257,-3.0236,0.0100849480
197411,-0.018021,-0.0457,2.9690,-2.0549,-0.9131,1.1156370220,0.0747,-5.3667,0.0771,-0.0178,0.0078146012,0.0078277886,0.0295,-0.0452,-2.9681,0.0035137990
197412,0.123610,-0.0180,2.9477,-2.0428,-0.9040,1.1200181747,0.0715,-5.2900,0.0760,-0.0246,0.0087715740,0.0077669903,0.0171,-0.0544,-2.9468,0.0038144275
197501,0.067460,0.1236,3.0626,-2.1753,-0.8809,0.9808296267,0.0626,-5.1200,0.0796,0.0371,0.0085104486,0.0038535645,0.0225,-0.0401,-3.0562,0.0040172082
197502,0.024014,0.0675,3.1143,-2.2503,-0.8576,0.9339016305,0.0550,-4.9500,0.0788,0.0006,0.0116523318,0.0076775432,0.0131,-0.0419,-3.1079,0.0021790299
197503,0.049424,0.0240,3.1294,-2.2890,-0.8340,0.9724663152,0.0549,-4.7800,0.0824,0.0020,0.0204669502,0.0038095238,-0.0267,-0.0816,-3.1230,0.0024026153
197504,0.051193,0.0494,3.1692,-2.3547,-0.8108,0.9094893710,0.0561,-4.6033,0.0852,0.0130,0.0224962245,0.0037950664,-0.0182,-0.0743,-3.1655,0.0023137776
197505,0.046220,0.0512,3.2087,-2.4178,-0.7873,0.8975236997,0.0523,-4.4267,0.0836,-0.0106,0.0229537717,0.0056710775,0.0212,-0.0311,-3.2051,0.0018071722
197506,-0.065504,0.0462,3.2484,-2.4814,-0.7634,0.8498390198,0.0534,-4.2500,0.0813,0.0012,0.0229616961,0.0075187970,0.0292,-0.0242,-3.2448,0.0013533555
197507,-0.015663,-0.0655,3.1748,-2.4198,-0.7550,0.8983656240,0.0613,-4.1833,0.0829,0.0057,0.0256278961,0.0111940299,-0.0087,-0.0700,-3.1748,0.0012444037
197508,-0.032250,-0.0157,3.1535,-2.4070,-0.7465,0.8942466541,0.0644,-4.1167,0.0844,-0.0107,0.0263663778,0.0018450185,-0.0068,-0.0712,-3.1535,0.0023431364
197509,0.064855,-0.0323,3.1182,-2.3803,-0.7380,0.9409482541,0.0642,-4.0500,0.0862,-0.0028,0.0279195234,0.0055248619,-0.0098,-0.0740,-3.1182,0.0023046248
197510,0.030089,0.0649,3.1781,-2.4315,-0.7492,0.8934979188,0.0596,-4.1267,0.0819,0.0078,0.0258984580,0.0054945055,0.0475,-0.0121,-3.1808,0.0021545816
197511,-0.010485,0.0301,3.2052,-2.4475,-0.7604,0.8679284743,0.0548,-4.2033,0.0838,0.0021,0.0246224796,0.0072859745,-0.0109,-0.0657,-3.2079,0.0008126854
197512,0.120143,-0.0105,3.1963,-2.4275,-0.7715,0.8763388510,0.0544,-4.2800,0.0805,0.0052,0.0237119656,0.0036166365,0.0390,-0.0154,-3.1990,0.0013307999
197601,-0.005756,0.1201,3.3108,-2.5104,-0.7995,0.7659338857,0.0487,-4.5100,0.0802,0.0098,0.0218521822,0.0018018018,0.0090,-0.0397,-3.3099,0.0019782826
197602,0.032640,-0.0058,3.2984,-2.4709,-0.8267,0.7680365203,0.0488,-4.7400,0.0802,-0.0001,0.0222330928,0.0035971223,0.0062,-0.0426,-3.2975,0.0012214388
197603,-0.009610,0.0326,3.3278,-2.4738,-0.8531,0.7840312172,0.0500,-4.9700,0.0792,0.0001,0.0150721313,0.0017921147,0.0166,-0.0334,-3.3269,0.0012657161
197604,-0.008116,-0.0096,3.3158,-2.4403,-0.8692,0.7860761398,0.0486,-5.1433,0.0797,-0.0033,0.0142394847,0.0035778175,0.0018,-0.0468,-3.3095,0.0010071323
197605,0.043959,-0.0081,3.2950,-2.4038,-0.8849,0.8035027635,0.0520,-5.3167,0.0821,0.0055,0.0141483212,0.0071301248,-0.0158,-0.0678,-3.2888,0.0009364703
197606,-0.007202,0.0440,3.3289,-2.4225,-0.9002,0.7814276312,0.0541,-5.4900,0.0807,-0.0058,0.0189250313,0.0053097345,0.0208,-0.0333,-3.3227,0.0009715815
197607,0.001599,-0.0072,3.3146,-2.4036,-0.9030,0.7958238544,0.0523,-5.5600,0.0805,0.0071,0.0188427707,0.0052816901,0.0078,-0.0445,-3.3066,0.0004871522
197608,0.024421,0.0016,3.3015,-2.3878,-0.9058,0.8047322694,0.0514,-5.6300,0.0790,0.0020,0.0206295275,0.0052539405,0.0211,-0.0303,-3.2936,0.0007445224
197609,-0.020211,0.0244,3.3160,-2.3997,-0.9085,0.7913632737,0.0508,-5.7000,0.0781,0.0022,0.0237826575,0.0034843206,0.0145,-0.0363,-3.3082,0.0008906883
197610,-0.001041,-0.0202,3.2857,-2.3647,-0.9038,0.8120796327,0.0492,-5.7533,0.0779,-0.0014,0.0255691262,0.0052083333,0.0084,-0.0408,-3.2685,0.0012699930
197611,0.053775,-0.0010,3.2607,-2.3446,-0.8992,0.8272629379,0.0475,-5.8067,0.0749,-0.0020,0.0278954289,0.0017271157,0.0339,-0.0136,-3.2438,0.0011179253
197612,-0.049654,0.0538,3.2950,-2.3836,-0.8948,0.7799731250,0.0435,-5.8600,0.0721,0.0020,0.0285665543,0.0034482759,0.0327,-0.0108,-3.2784,0.0005762273
197701,-0.015638,-0.0497,3.2266,-2.3260,-0.8891,0.8210652053,0.0462,-5.8700,0.0764,0.0085,0.0295997969,0.0051546392,-0.0388,-0.0850,-3.2151,0.0006956300
197702,-0.012502,-0.0156,3.1932,-2.2985,-0.8834,0.8368039982,0.0467,-5.8800,0.0775,0.0029,0.0279702171,0.0102564103,-0.0049,-0.0516,-3.1819,0.0003346756
197703,0.000641,-0.0125,3.1677,-2.2787,-0.8779,0.8684299283,0.0460,-5.8900,0.0772,0.0003,0.0303383572,0.0067681895,0.0091,-0.0369,-3.1565,0.0006657328
197704,-0.015064,0.0006,3.1567,-2.2677,-0.8756,0.8611500701,0.0454,-5.9466,0.0771,0.0029,0.0311400296,0.0084033613,0.0071,-0.0383,-3.1433,0.0009848511
197705,0.047776,-0.0151,3.1195,-2.2328,-0.8734,0.8882113369,0.0496,-6.0034,0.0765,-0.0019,0.0353154695,0.0050000000,0.0125,-0.0371,-3.1062,0.0006348018
197706,-0.015453,0.0478,3.1506,-2.2662,-0.8713,0.8711120812,0.0502,-6.0600,0.0754,0.0011,0.0319410996,0.0066334992,0.0164,-0.0338,-3.1375,0.0005633646
197707,-0.012310,-0.0155,3.1211,-2.2406,-0.8698,0.8967833991,0.0519,-6.1100,0.0768,0.0065,0.0331818370,0.0049423394,-0.0070,-0.0589,-3.1105,0.0005947080
197708,-0.000825,-0.0123,3.0892,-2.2102,-0.8685,0.9265342604,0.0549,-6.1600,0.0754,-0.0062,0.0337503868,0.0032786885,0.0198,-0.0351,-3.0787,0.0005824464
197709,-0.041984,-0.0008,3.0762,-2.1987,-0.8671,0.9422625161,0.0581,-6.2100,0.0764,0.0007,0.0323675866,0.0032679739,-0.0029,-0.0610,-3.0658,0.0004631961
197710,0.036752,-0.0420,3.0214,-2.1487,-0.8602,0.9753772836,0.0616,-6.2133,0.0781,0.0055,0.0327751368,0.0032573290,-0.0093,-0.0709,-3.0089,0.0007261726
197711,0.005570,0.0368,3.0355,-2.1698,-0.8534,0.9620344703,0.0610,-6.2167,0.0777,-0.0032,0.0292167295,0.0048701299,0.0093,-0.0517,-3.0231,0.0013875470
197712,-0.060643,0.0056,3.0260,-2.1671,-0.8467,0.9603330245,0.0607,-6.2200,0.0803,0.0063,0.0304753992,0.0032310178,-0.0168,-0.0775,-3.0138,0.0006266271
197801,-0.016260,-0.0606,2.9503,-2.1027,-0.8384,1.0367310889,0.0644,-6.1867,0.0816,-0.0009,0.0288142482,0.0064412238,-0.0080,-0.0724,-2.9410,0.0009080501
197802,0.026925,-0.0163,2.9160,-2.0767,-0.8301,1.0755672937,0.0645,-6.1533,0.0822,0.0047,0.0311689879,0.0064000000,0.0004,-0.0641,-2.9068,0.0006698948
197803,0.088964,0.0269,2.9314,-2.1004,-0.8220,1.1114925531,0.0629,-6.1200,0.0831,0.0063,0.0275695984,0.0079491256,-0.0021,-0.0650,-2.9224,0.0006228568
197804,0.013719,0.0890,3.0043,-2.1729,-0.8238,1.0053504037,0.0629,-6.1866,0.0838,-0.0018,0.0229459889,0.0078864353,-0.0005,-0.0634,-2.9967,0.0017411810
197805,-0.016578,0.0137,3.0010,-2.1678,-0.8256,1.0014156386,0.0641,-6.2534,0.0852,-0.0050,0.0165594591,0.0093896714,-0.0058,-0.0699,-2.9934,0.0010850552
197806,0.056974,-0.0166,2.9757,-2.1409,-0.8273,1.0279015813,0.0673,-6.3200,0.0865,0.0085,0.0165234648,0.0108527132,-0.0062,-0.0735,-2.9682,0.0010274141
197807,0.033641,0.0570,3.0207,-2.1833,-0.8299,0.9762603361,0.0701,-6.3966,0.0858,-0.0042,0.0146714141,0.0076687117,0.0143,-0.0558,-3.0132,0.0008499296
197808,-0.005163,0.0336,3.0388,-2.1990,-0.8325,0.9600602176,0.0708,-6.4734,0.0843,0.0039,0.0120027078,0.0045662100,0.0218,-0.0490,-3.0314,0.0010022377
197809,-0.089570,-0.0052,3.0242,-2.1818,-0.8350,0.9722575131,0.0785,-6.5500,0.0860,0.0058,0.0127039061,0.0075757576,-0.0106,-0.0891,-3.0168,0.0009479772
197810,0.026771,-0.0896,2.9208,-2.0641,-0.8533,1.0622752224,0.0799,-6.7866,0.0889,-0.0005,0.0143505524,0.0090225564,-0.0200,-0.0999,-2.9175,0.0021000234
197811,0.016627,0.0268,2.9340,-2.0594,-0.8712,1.0535274020,0.0864,-7.0234,0.0877,-0.0055,0.0140892722,0.0044709389,0.0189,-0.0675,-2.9307,0.0031808890
197812,0.042697,0.0166,2.9454,-2.0535,-0.8887,1.0457012956,0.0908,-7.2600,0.0898,-0.0003,0.0148505522,0.0044510386,-0.0130,-0.1038,-2.9422,0.0016656300
197901,-0.028649,0.0427,2.9811,-2.0666,-0.9061,1.0030742833,0.0935,-7.5400,0.0886,-0.0007,0.0143875325,0.0088626292,0.0191,-0.0744,-2.9726,0.0010011132
197902,0.057361,-0.0286,2.9354,-2.0041,-0.9229,1.0407754507,0.0932,-7.8200,0.0908,0.0007,0.0122277102,0.0117130307,-0.0135,-0.1067,-2.9270,0.0008140809
197903,0.004183,0.0574,2.9807,-2.0332,-0.9391,1.0330789394,0.0948,-8.1000,0.0902,-0.0023,0.0116703077,0.0101302460,0.0129,-0.0819,-2.9723,0.0008007332
197904,-0.016818,0.0042,2.9740,-2.0180,-0.9471,1.0418762428,0.0946,-8.2800,0.0922,0.0060,0.0115703138,0.0114613181,-0.0112,-0.1058,-2.9650,0.0006468352
197905,0.040324,-0.0168,2.9383,-1.9746,-0.9548,1.0831418044,0.0961,-8.4600,0.0903,-0.0033,0.0141831592,0.0127478754,0.0261,-0.0700,-2.9295,0.0009242270
197906,0.012051,0.0403,2.9674,-1.9962,-0.9624,1.0578636072,0.0906,-8.6400,0.0877,-0.0042,0.0120683771,0.0111888112,0.0311,-0.0595,-2.9586,0.0005714810
197907,0.061865,0.0121,2.9673,-1.9896,-0.9672,1.0523144538,0.0924,-8.8000,0.0895,0.0054,0.0096782476,0.0110650069,-0.0085,-0.1009,-2.9568,0.0007076848
197908,0.001416,0.0619,3.0085,-2.0261,-0.9719,1.0034586483,0.0952,-8.9600,0.0907,0.0041,0.0115690793,0.0095759234,-0.0035,-0.0987,-2.9981,0.0005064798
197909,-0.065560,0.0014,2.9981,-2.0112,-0.9765,1.0137949874,0.1026,-9.1200,0.0927,-0.0057,0.0094039237,0.0108401084,-0.0122,-0.1148,-2.9877,0.0012330663
197910,0.052777,-0.0656,2.9166,-1.9349,-0.9733,1.0919455682,0.1170,-9.1500,0.1034,-0.0049,0.0102095448,0.0080428954,-0.0841,-0.2011,-2.9082,0.0025892994
197911,0.018340,0.0528,2.9499,-1.9714,-0.9701,1.0831154618,0.1179,-9.1800,0.1009,-0.0089,0.0107786938,0.0093085106,0.0311,-0.0868,-2.9416,0.0015583806
197912,0.061308,0.0183,2.9582,-1.9829,-0.9670,1.0619500680,0.1204,-9.2100,0.1012,-0.0165,0.0105144647,0.0105401845,0.0057,-0.1147,-2.9499,0.0004696422
198001,0.002611,0.0613,3.0059,-2.0293,-0.9678,1.0169549580,0.1200,-9.3033,0.1114,0.0096,0.0112974707,0.0143415906,-0.0741,-0.1941,-2.9971,0.0019064055
198002,-0.097518,0.0026,2.9927,-2.0154,-0.9686,1.0319299303,0.1286,-9.3967,0.1186,-0.0198,0.0108271852,0.0141388175,-0.0467,-0.1753,-2.9840,0.0018976181
198003,0.042394,-0.0975,2.8767,-1.8987,-0.9693,1.0937321031,0.1520,-9.4900,0.1239,0.0253,0.0118774451,0.0152091255,-0.0315,-0.1835,-2.8680,0.0046218942
198004,0.055560,0.0424,2.9083,-1.9466,-0.9537,1.0518199398,0.1320,-9.3266,0.1076,-0.0147,0.0153468468,0.0112359551,0.1523,0.0203,-2.9003,0.0027455493
198005,0.029722,0.0556,2.9458,-1.9999,-0.9380,1.0100487748,0.0858,-9.1634,0.1037,0.0141,0.0150518602,0.0098765432,0.0419,-0.0439,-2.9379,0.0015097166
198006,0.068200,0.0297,2.9645,-2.0343,-0.9223,0.9901834270,0.0707,-9.0000,0.1006,-0.0018,0.0153043875,0.0110024450,0.0359,-0.0348,-2.9566,0.0013710848
198007,0.013454,0.0682,3.0196,-2.1040,-0.9083,0.9188299192,0.0806,-8.8567,0.1074,0.0047,0.0201540380,0.0000000000,-0.0476,-0.1282,-3.0123,0.0013628310
198008,0.027935,0.0135,3.0182,-2.1166,-0.8944,0.9215196389,0.0913,-8.7133,0.1140,-0.0013,0.0199498435,0.0072551391,-0.0432,-0.1345,-3.0109,0.0017081584
198009,0.017809,0.0279,3.0358,-2.1482,-0.8804,0.9216876515,0.1027,-8.5700,0.1185,0.0025,0.0237960395,0.0084033613,-0.0262,-0.1289,-3.0286,0.0026574057
198010,0.109910,0.0178,3.0445,-2.1600,-0.8796,0.9295936138,0.1162,-8.6000,0.1231,0.0104,0.0227691861,0.0095238095,-0.0263,-0.1425,-3.0396,0.0021906435
198011,-0.030634,0.1099,3.1371,-2.2534,-0.8787,0.8651619788,0.1373,-8.6300,0.1230,-0.0083,0.0219492748,0.0082547170,0.0100,-0.1273,-3.1322,0.0024190718
198012,-0.043370,-0.0306,3.0977,-2.2149,-0.8779,0.8915030239,0.1549,-8.6600,0.1199,-0.0104,0.0268163754,0.0093567251,0.0352,-0.1197,-3.0928,0.0029515288
198101,0.021267,-0.0434,3.0460,-2.1735,-0.8660,0.9072386965,0.1502,-8.5400,0.1211,-0.0015,0.0286954334,0.0081112399,-0.0115,-0.1617,-3.0395,0.0015974348
198102,0.038285,0.0213,3.0527,-2.1921,-0.8541,0.8818157565,0.1479,-8.4200,0.1283,0.0166,0.0300093729,0.0103448276,-0.0435,-0.1914,-3.0463,0.0015309090
198103,-0.020211,0.0383,3.0817,-2.2330,-0.8423,0.9249205574,0.1336,-8.3000,0.1248,-0.0073,0.0279392980,0.0068259386,0.0384,-0.0952,-3.0753,0.0020759444
198104,0.006539,-0.0202,3.0515,-2.1995,-0.8462,0.9305938361,0.1369,-8.4066,0.1332,-0.0251,0.0273520119,0.0067796610,-0.0518,-0.1887,-3.0457,0.0008320026
198105,-0.008255,0.0065,3.0441,-2.1881,-0.8501,0.9362238467,0.1630,-8.5134,0.1265,-0.0027,0.0288446179,0.0078563412,0.0622,-0.1008,-3.0383,0.0009216880
198106,0.000714,-0.0083,3.0278,-2.1681,-0.8540,0.9504749816,0.1473,-8.6200,0.1304,0.0202,0.0278934365,0.0089086860,-0.0179,-0.1652,-3.0221,0.0009955428
198107,-0.055540,0.0007,3.0199,-2.1601,-0.8530,0.9749669236,0.1495,-8.6634,0.1370,-0.0019,0.0255902194,0.0110375276,-0.0353,-0.1848,-3.0131,0.0011029891
198108,-0.050466,-0.0555,2.9490,-2.0903,-0.8520,1.0533540563,0.1551,-8.7066,0.1445,0.0041,0.0269917415,0.0076419214,-0.0386,-0.1937,-2.9423,0.0018249381
198109,0.052115,-0.0505,2.8869,-2.0293,-0.8510,1.0923786442,0.1470,-8.7500,0.1482,-0.0054,0.0214833701,0.0097508126,-0.0145,-0.1615,-2.8803,0.0027611735
198110,0.043827,0.0521,2.9282,-2.0753,-0.8474,1.0890856841,0.1354,-8.7433,0.1384,-0.0308,0.0148971083,0.0021459227,0.0829,-0.0525,-2.9226,0.0020782516
198111,-0.027059,0.0438,2.9586,-2.1092,-0.8438,1.0444554433,0.1086,-8.7367,0.1220,-0.0143,0.0156728261,0.0032119914,0.1410,0.0324,-2.9530,0.0015040033
198112,-0.015367,-0.0271,2.9225,-2.0768,-0.8402,1.0611428571,0.1085,-8.7300,0.1334,0.0133,0.0119096464,0.0032017076,-0.0713,-0.1798,-2.9169,0.0009057975
198201,-0.050441,-0.0154,2.8992,-2.0711,-0.8236,1.0658936976,0.1228,-8.5167,0.1415,-0.0175,0.0107004867,0.0031914894,0.0046,-0.1182,-2.8947,0.0025219329
198202,-0.006805,-0.0504,2.8322,-2.0208,-0.8070,1.1262873155,0.1348,-8.3033,0.1402,0.0130,0.0105060983,0.0031813362,0.0182,-0.1166,-2.8277,0.0019182315
198203,0.041550,-0.0068,2.8175,-2.0228,-0.7902,1.1857505743,0.1268,-8.0900,0.1387,0.0075,0.0055484327,-0.0010570825,0.0231,-0.1037,-2.8131,0.0017952261
198204,-0.029505,0.0416,2.8523,-2.0766,-0.7713,1.1499834976,0.1270,-7.8467,0.1348,-0.0035,0.0029236858,0.0042328042,0.0373,-0.0897,-2.8478,0.0012468205
198205,-0.015779,-0.0295,2.8079,-2.0514,-0.7521,1.1904238963,0.1209,-7.6033,0.1358,0.0211,-0.0009581844,0.0094836670,0.0034,-0.1175,-2.8034,0.0008548156
198206,-0.020199,-0.0158,2.7830,-2.0458,-0.7327,1.2015814171,0.1247,-7.3600,0.1412,-0.0245,0.0012130304,0.0125260960,-0.0223,-0.1470,-2.7785,0.0014902926
198207,0.127402,-0.0202,2.7553,-2.0370,-0.7163,1.2065298046,0.1135,-7.1434,0.1352,0.0039,-0.0115518915,0.0051546392,0.0501,-0.0634,-2.7533,0.0009585831
198208,0.010496,0.1274,2.8631,-2.1614,-0.6997,1.0824244710,0.0868,-6.9266,0.1254,0.0056,-0.0028576304,0.0020512821,0.0781,-0.0087,-2.8611,0.0064159331
198209,0.113863,0.0105,2.8687,-2.1839,-0.6829,1.0885355649,0.0792,-6.7100,0.1183,0.0005,0.0005507087,0.0020470829,0.0618,-0.0174,-2.8667,0.0021312943
198210,0.045754,0.1139,2.9714,-2.3114,-0.6590,0.9837454120,0.0771,-6.3966,0.1112,0.0125,0.0065578321,0.0030643514,0.0634,-0.0137,-2.9705,0.0061259079
198211,0.016835,0.0458,3.0059,-2.3703,-0.6346,0.9387268109,0.0807,-6.0834,0.1125,0.0203,0.0009581552,-0.0020366599,-0.0002,-0.0809,-3.0050,0.0054916495
198212,0.035293,0.0168,3.0200,-2.4093,-0.6097,0.9322147266,0.0794,-5.7700,0.1095,-0.0204,0.0029900535,-0.0040816327,0.0312,-0.0482,-3.0190,0.0024902383
198301,0.025733,0.0353,3.0516,-2.4478,-0.6019,0.9069443153,0.0786,-5.6834,0.1113,0.0215,0.0021947601,0.0020491803,-0.0309,-0.1095,-3.0497,0.0032808574
198302,0.035470,0.0257,3.0685,-2.4724,-0.5942,0.8768492387,0.0811,-5.5966,0.1060,-0.0064,0.0003558813,0.0010224949,0.0492,-0.0319,-3.0666,0.0019116417
198303,0.075719,0.0355,3.0991,-2.5109,-0.5863,0.7800677858,0.0835,-5.5100,0.1083,0.0166,0.0059935424,0.0000000000,-0.0094,-0.0929,-3.0972,0.0015718210
198304,-0.005687,0.0757,3.1695,-2.5786,-0.5894,0.7188876203,0.0821,-5.5567,0.1051,0.0198,0.0066268443,0.0071501532,0.0350,-0.0471,-3.1680,0.0014237505
198305,0.036970,-0.0057,3.1556,-2.5616,-0.5925,0.7345955766,0.0819,-5.6033,0.1112,0.0062,0.0104289126,0.0060851927,-0.0386,-0.1205,-3.1541,0.0010846140
198306,-0.031238,0.0370,3.1888,-2.5917,-0.5956,0.7213820420,0.0879,-5.6500,0.1119,-0.0085,0.0158265510,0.0030241935,0.0039,-0.0840,-3.1873,0.0013991486
198307,0.015864,-0.0312,3.1537,-2.5395,-0.6113,0.7350611231,0.0908,-5.8667,0.1198,0.0031,0.0253802086,0.0040201005,-0.0486,-0.1394,-3.1509,0.0022928246
198308,0.014105,0.0159,3.1621,-2.5325,-0.6268,0.7248223918,0.0934,-6.0833,0.1210,0.0031,0.0194746307,0.0030030030,0.0020,-0.0914,-3.1593,0.0013690453
198309,-0.013108,0.0141,3.1694,-2.5246,-0.6419,0.7148475830,0.0900,-6.3000,0.1157,-0.0113,0.0231783929,0.0049900200,0.0505,-0.0395,-3.1665,0.0010572931
198310,0.023846,-0.0131,3.1512,-2.4912,-0.6557,0.7194743715,0.0864,-6.5133,0.1188,0.0107,0.0247443760,0.0029791460,-0.0132,-0.0996,-3.1469,0.0011153555
198311,-0.005749,0.0238,3.1642,-2.4907,-0.6693,0.6908198931,0.0876,-6.7267,0.1176,-0.0041,0.0266368271,0.0019801980,0.0183,-0.0693,-3.1599,0.0008363031
198312,-0.003898,-0.0057,3.1511,-2.4643,-0.6825,0.7003591178,0.0900,-6.9400,0.1197,0.0026,0.0270568970,0.0009881423,-0.0059,-0.0959,-3.1468,0.0005281144
198401,-0.034034,-0.0039,3.1376,-2.4263,-0.7071,0.7221976437,0.0890,-7.3200,0.1180,0.0026,0.0307360053,0.0059230010,0.0244,-0.0646,-3.1334,0.0007946061
198402,0.017295,-0.0340,3.0937,-2.3586,-0.7309,0.7634480310,0.0909,-7.7000,0.1217,0.0006,0.0267017483,0.0049067713,-0.0178,-0.1087,-3.0895,0.0020194765
198403,0.006781,0.0173,3.1029,-2.3448,-0.7539,0.7624754269,0.0952,-8.0800,0.1253,-0.0079,0.0241049363,0.0019531250,-0.0156,-0.1108,-3.0987,0.0013545875
198404,-0.053131,0.0068,3.1042,-2.3299,-0.7682,0.7586589793,0.0969,-8.3500,0.1284,0.0032,0.0226819545,0.0048732943,-0.0105,-0.1074,-3.0982,0.0010355282
198405,0.022937,-0.0531,3.0370,-2.2488,-0.7822,0.8039100330,0.0983,-8.6200,0.1381,0.0033,0.0215141284,0.0029097963,-0.0516,-0.1499,-3.0310,0.0009330503
198406,-0.013765,0.0229,3.0483,-2.2466,-0.7958,0.7843518191,0.0987,-8.8900,0.1374,0.0049,0.0013040651,0.0029013540,0.0150,-0.0837,-3.0424,0.0016757627
198407,0.112438,-0.0138,3.0258,-2.2226,-0.8000,0.7963919375,0.1012,-8.9867,0.1293,-0.0107,-0.0018621419,0.0038572806,0.0693,-0.0319,-3.0226,0.0008656576
198408,-0.000064,0.1124,3.1236,-2.3164,-0.8041,0.7254283801,0.1047,-9.0833,0.1270,0.0041,-0.0031008335,0.0038424592,0.0266,-0.0781,-3.1205,0.0031268328
198409,0.003331,-0.0001,3.1170,-2.3056,-0.8082,0.7360509153,0.1037,-9.1800,0.1235,-0.0028,-0.0094925469,0.0047846890,0.0342,-0.0695,-3.1138,0.0009432267
198410,-0.009841,0.0033,3.1138,-2.3039,-0.8031,0.7356424655,0.0974,-9.1567,0.1173,0.0011,-0.0135284804,0.0028571429,0.0561,-0.0413,-3.1070,0.0012918483
198411,0.025556,-0.0098,3.0918,-2.2871,-0.7980,0.7470519959,0.0861,-9.1333,0.1169,0.0094,-0.0218772065,0.0000000000,0.0118,-0.0743,-3.0851,0.0010202895
198412,0.076868,0.0256,3.1072,-2.3076,-0.7929,0.7330983765,0.0806,-9.1100,0.1170,0.0037,-0.0271967866,0.0000000000,0.0091,-0.0715,-3.1005,0.0011901054
198501,0.014166,0.0769,3.1720,-2.3841,-0.7822,0.6902554458,0.0776,-8.9834,0.1127,-0.0039,-0.0299050052,0.0018993352,0.0364,-0.0412,-3.1663,0.0016358207
198502,-0.000636,0.0142,3.1749,-2.3978,-0.7714,0.6917391609,0.0827,-8.8566,0.1209,0.0120,-0.0245189175,0.0047393365,-0.0493,-0.1320,-3.1692,0.0007452963
198503,-0.003704,-0.0006,3.1663,-2.3999,-0.7607,0.7236457791,0.0852,-8.7300,0.1181,-0.0128,-0.0248157693,0.0037735849,0.0307,-0.0545,-3.1606,0.0008022855
198504,0.062740,-0.0037,3.1560,-2.4113,-0.7412,0.7286615901,0.0795,-8.4433,0.1162,0.0054,-0.0224117930,0.0046992481,0.0242,-0.0553,-3.1525,0.0004598802
198505,0.016065,0.0627,3.2052,-2.4802,-0.7215,0.6968929839,0.0748,-8.1567,0.1062,-0.0076,-0.0254809306,0.0037418148,0.0896,0.0148,-3.2017,0.0008338603
198506,-0.003321,0.0161,3.2138,-2.5088,-0.7015,0.6864301439,0.0695,-7.8700,0.1055,-0.0059,-0.0266075139,0.0027958993,0.0142,-0.0553,-3.2103,0.0007415203
198507,-0.006473,-0.0033,3.2055,-2.5121,-0.6891,0.6803220899,0.0708,-7.7100,0.1091,0.0059,-0.0246386630,0.0018587361,-0.0180,-0.0888,-3.2012,0.0007186299
198508,-0.033248,-0.0065,3.1891,-2.5082,-0.6766,0.6871762580,0.0714,-7.5500,0.1068,0.0001,-0.0242274732,0.0018552876,0.0259,-0.0455,-3.1848,0.0006296953
198509,0.045079,-0.0332,3.1495,-2.4812,-0.6640,0.6899588298,0.0710,-7.3900,0.1082,0.0092,-0.0312943542,0.0027777778,-0.0021,-0.0731,-3.1452,0.0008658431
198510,0.071887,0.0451,3.1868,-2.5365,-0.6478,0.6670256347,0.0716,-7.1633,0.1051,-0.0009,-0.0270693422,0.0036934441,0.0338,-0.0378,-3.1843,0.0009117640
198511,0.048156,0.0719,3.2473,-2.6134,-0.6314,0.6227031580,0.0724,-6.9367,0.1011,-0.0031,-0.0277158730,0.0027598896,0.0401,-0.0323,-3.2448,0.0009430684
198512,0.004706,0.0482,3.2889,-2.6715,-0.6148,0.5926926882,0.0710,-6.7100,0.0956,-0.0072,-0.0194650815,0.0027522936,0.0541,-0.0169,-3.2863,0.0012300755
198601,0.076525,0.0047,3.2887,-2.6759,-0.6077,0.5835173999,0.0707,-6.6400,0.0958,0.0070,-0.0191717774,0.0027447392,-0.0025,-0.0732,-3.2836,0.0019201584
198602,0.055832,0.0765,3.3527,-2.7470,-0.6007,0.5363767217,0.0706,-6.5700,0.0841,-0.0393,-0.0179142569,-0.0027372263,0.1145,0.0439,-3.3477,0.0010892902
